1	404112	471337	1	0.000132	-1
1	468739	471337	1	0.000132	-1
1	521413	575095	1	0.000132	-1
1	1910377	1911917	1	0.000132	-1
1	1910377	1913930	1	0.000132	-1
1	2024543	2027403	1	0.000132	-1
1	2052961	2055975	1	0.000132	-1
1	2390247	2391136	2	0.000265	-1
1	2631982	2634182	1	0.000132	-1
1	3215660	3217110	1	0.000132	-1
1	5037812	5049097	1	0.000132	-1
1	5196671	5197414	2	0.000265	-1
1	5643758	5647477	1	0.000132	-1
1	5876629	5877530	3	0.000397	-1
1	6366319	6368893	1	0.000132	-1
1	6403048	6577424	1	0.000132	-1
1	6438194	6445835	3	0.000397	-1
1	6458853	6459551	3	0.000397	-1
1	6579460	6602946	1	0.000132	-1
1	6762626	6763496	2	0.000265	-1
1	6861345	6861918	2	0.000265	-1
1	7022668	7023529	1	0.000132	-1
1	7569215	7571521	1	0.000132	-1
1	7577658	7579878	2	0.000265	-1
1	7622465	7666987	1	0.000132	-1
1	7924952	7925557	1	0.000132	-1
1	8015436	8304607	1	0.000132	-1
1	8164500	8176626	2	0.000265	-1
1	8182444	8191375	3	0.000397	-1
1	8312582	8545282	1	0.000132	-1
1	8550464	8551250	3	0.000397	-1
1	8673057	8682897	1	0.000132	-1
1	8673967	8676588	2	0.000265	-1
1	8695768	8712280	19	0.002516	-1
1	8766443	8774912	2	0.000265	-1
1	9007556	9012737	1	0.000132	-1
1	9317806	9321226	1	0.000132	-1
1	10369418	10378885	2	0.000265	-1
1	10482550	10483507	2	0.000265	-1
1	10626261	10652605	1	0.000132	-1
1	10951426	10952195	1	0.000132	-1
1	11060167	11061907	2	0.000265	-1
1	11582552	11583022	1	0.000132	-1
1	11989868	11993484	2	0.000265	-1
1	13472472	13475393	1	0.000132	-1
1	13482738	13490550	1	0.000132	-1
1	13774084	13777459	2	0.000265	-1
1	13797493	13809577	2	0.000265	-1
1	13872988	13880189	1	0.000132	-1
1	14163040	14165390	5	0.000662	-1
1	14295319	14295827	1	0.000132	-1
1	14436311	14438948	2	0.000265	-1
1	14825658	14828082	1	0.000132	-1
1	15206490	15456820	1	0.000132	-1
1	15274921	15279573	3	0.000397	-1
1	15326675	15327295	3	0.000397	-1
1	15364967	15365622	2	0.000265	-1
1	15782084	15802534	1	0.000132	-1
1	15792426	15811221	2	0.000265	-1
1	15848536	15870503	1	0.000132	-1
1	16087824	16109669	1	0.000132	-1
1	16152274	16155502	2	0.000265	-1
1	17622654	17633246	1	0.000132	-1
1	17675924	17677389	5	0.000662	-1
1	17676268	17678930	1	0.000132	-1
1	18346722	18373739	1	0.000132	-1
1	18577110	18601910	6	0.000794	-1
1	19326226	19328463	1	0.000132	-1
1	19355651	19359876	1	0.000132	-1
1	19386662	19387372	1	0.000132	-1
1	19599632	19614527	2	0.000265	-1
1	19640589	19660870	1	0.000132	-1
1	19720092	19731658	2	0.000265	-1
1	19851031	19862411	1	0.000132	-1
1	20090476	20091962	1	0.000132	-1
1	20096288	20216860	1	0.000132	-1
1	20384758	20480840	1	0.000132	-1
1	20407098	20410672	3	0.000397	-1
1	20497229	20497789	1	0.000132	-1
1	20499004	20500798	2	0.000265	-1
1	20556029	20598351	3	0.000397	-1
1	20932534	20933669	5	0.000662	-1
1	21001298	21033675	1	0.000132	-1
1	21299363	21394229	2	0.000265	-1
1	21658828	21659448	1	0.000132	-1
1	21691897	21716335	3	0.000397	-1
1	21823151	21826566	5	0.000662	-1
1	21823151	21830336	1	0.000132	-1
1	22295483	22338546	18	0.002383	-1
1	22319152	22331297	141	0.018668	-1
1	22320722	22340752	1	0.000132	-1
1	22501716	22509206	2	0.000265	-1
1	22503776	22520751	1	0.000132	-1
1	22551618	22555926	1	0.000132	-1
1	22886525	22888263	2	0.000265	-1
1	24470924	24487862	1	0.000132	-1
1	24520344	24523704	2	0.000265	-1
1	24804372	24807339	3	0.000397	-1
1	24895796	24901144	2	0.000265	-1
1	24994484	25002542	1	0.000132	-1
1	25201833	25203426	2	0.000265	-1
1	26813967	26850295	1	0.000132	-1
1	28245101	28328920	1	0.000132	-1
1	29008566	29009882	2	0.000265	-1
1	29304427	29306310	2	0.000265	-1
1	30127620	30137055	1	0.000132	-1
1	30219424	30223327	1	0.000132	-1
1	30384611	30442109	1	0.000132	-1
1	30485510	30488561	2	0.000265	-1
1	30563463	31179601	1	0.000132	-1
1	30617706	30619866	2	0.000265	-1
1	30688669	30689223	2	0.000265	-1
1	30688669	30693813	3	0.000397	-1
1	32544596	32547969	2	0.000265	-1
1	32607017	32610257	1	0.000132	-1
1	34028738	34029620	1	0.000132	-1
1	34406948	34412032	1	0.000132	-1
1	34842836	34888152	1	0.000132	-1
1	35026862	35307679	1	0.000132	-1
1	35092546	35105261	1645	0.217794	-1
1	36678960	36787638	1	0.000132	-1
1	37424181	37426011	2	0.000265	-1
1	37635504	37687418	7	0.000927	-1
1	37816474	37816712	1	0.000132	-1
1	38160505	38164192	1	0.000132	-1
1	38602560	38604580	2	0.000265	-1
1	38642190	38645098	2	0.000265	-1
1	39084384	39085575	2	0.000265	-1
1	39295081	39295591	2	0.000265	-1
1	40394354	40417343	1	0.000132	-1
1	40967032	40969860	2	0.000265	-1
1	41021207	41028481	2	0.000265	-1
1	41026622	41028481	1	0.000132	-1
1	41571863	41573145	2	0.000265	-1
1	41761976	41765713	2	0.000265	-1
1	42648938	42652837	2	0.000265	-1
1	42686842	42689160	1	0.000132	-1
1	42855183	42857734	2	0.000265	-1
1	42997439	43001370	1	0.000132	-1
1	43587025	43605960	1	0.000132	-1
1	43693743	43695534	2	0.000265	-1
1	43910246	44064046	1	0.000132	-1
1	44776374	44777004	2	0.000265	-1
1	45021470	45022197	2	0.000265	-1
1	45634597	45642154	6	0.000794	-1
1	45975765	45981270	1	0.000132	-1
1	46244285	46251346	2	0.000265	-1
1	46719414	46721180	1	0.000132	-1
1	46805652	46810297	1	0.000132	-1
1	47007844	47069845	1	0.000132	-1
1	47565590	47574182	1	0.000132	-1
1	48340901	48344945	1	0.000132	-1
1	48469083	48471022	2	0.000265	-1
1	48562066	48581840	1	0.000132	-1
1	49562279	50048345	1	0.000132	-1
1	49619312	49620039	3	0.000397	-1
1	49702005	49927832	3	0.000397	-1
1	49838007	49884099	5	0.000662	-1
1	49864479	49995320	52	0.006885	-1
1	50478436	50484729	2	0.000265	-1
1	50868684	50875951	1	0.000132	-1
1	51915277	51917387	2	0.000265	-1
1	52455037	52456002	1	0.000132	-1
1	52498861	52553420	1	0.000132	-1
1	52607549	52608219	1	0.000132	-1
1	53355695	53357553	2	0.000265	-1
1	53519239	53519896	1	0.000132	-1
1	53594192	53595574	2	0.000265	-1
1	53605884	53654542	1	0.000132	-1
1	54612213	54615165	2	0.000265	-1
1	54781290	54782350	1	0.000132	-1
1	55301183	55304991	2	0.000265	-1
1	55495744	55509355	1	0.000132	-1
1	56002387	56002939	1	0.000132	-1
1	56274273	56293142	1	0.000132	-1
1	56904480	56906727	1	0.000132	-1
1	57063502	57067422	1	0.000132	-1
1	57242609	57242947	2	0.000265	-1
1	57756856	57757610	1	0.000132	-1
1	57887344	57887923	1	0.000132	-1
1	58119889	58125650	1	0.000132	-1
1	58270974	58273064	1	0.000132	-1
1	58647431	58649106	2	0.000265	-1
1	59247251	59250394	1	0.000132	-1
1	59429603	59455680	1	0.000132	-1
1	59446787	59446894	3	0.000397	-1
1	60004604	60052066	10	0.001324	-1
1	60004604	60120802	1	0.000132	-1
1	60046731	60049929	16	0.002118	-1
1	60048626	60049658	28	0.003707	-1
1	61547702	61549738	2	0.000265	-1
1	62337980	62365461	1	0.000132	-1
1	62436632	62442491	1	0.000132	-1
1	62437799	62452376	2	0.000265	-1
1	62445925	62457712	1	0.000132	-1
1	63151820	63152158	1	0.000132	-1
1	63411308	63414770	1	0.000132	-1
1	63614653	63615933	2	0.000265	-1
1	63734433	63735624	2	0.000265	-1
1	64568234	64583223	1	0.000132	-1
1	64662514	64664895	2	0.000265	-1
1	64839620	64852107	2	0.000265	-1
1	66040926	66043753	2	0.000265	-1
1	66355367	66383015	1	0.000132	-1
1	66377153	66386445	1	0.000132	-1
1	66525243	66527767	2	0.000265	-1
1	69249132	69267189	2	0.000265	-1
1	69996393	70002209	2	0.000265	-1
1	70148706	70182590	2	0.000265	-1
1	70820591	70825114	2	0.000265	-1
1	71237358	71240311	2	0.000265	-1
1	71244178	71249691	7	0.000927	-1
1	71305107	71315102	16	0.002118	-1
