1	529	167231
1	217310	257404
1	307633	461200
1	511276	713934
1	714177	717108
1	744056	752485
1	859173	860210
1	953522	954343
1	1001051	1004691
1	1024271	1025066
1	1064242	1065980
1	1126866	1128146
1	1213422	1215557
1	1275263	1276763
1	1352293	1353399
1	1404772	1406058
1	1530793	1531833
1	1557744	1673566
1	1900237	1903790
1	2014403	2017263
1	2042821	2045835
1	2201920	2204035
1	2380073	2381162
1	2555784	2624042
1	2674115	2684820
1	2882654	2884779
1	3071567	3072666
1	3073812	3074747
1	3087323	3088663
1	3205520	3206970
1	3489592	3490491
1	3550105	3550815
1	3798297	3799062
1	3944616	3945124
1	4023703	4027828
1	4036853	4038828
1	4184495	4185865
1	4291441	4304135
1	4497777	4503228
1	5096531	5097274
1	5799180	5800681
1	5987337	5989520
1	6089305	6091890
1	6288906	6291480
1	6360781	6368422
1	6381440	6382138
1	6399215	6444103
1	6685213	6686083
1	6710103	6715982
1	6783932	6784505
1	6945255	6946116
1	7491802	7494108
1	7500245	7502465
1	7685616	7688145
1	7847539	7848144
1	8105031	8113962
1	8126671	8133714
1	8139415	8163405
1	8473045	8474309
1	8594205	8608321
1	8637775	8642826
1	8689030	8697499
1	9240393	9243813
1	9518760	9520515
1	10292005	10301472
1	10405137	10406094
1	10874013	10874782
1	10982754	10984494
1	11020149	11028638
1	11505139	11505609
1	11912455	11916071
1	11953358	11954096
1	12763195	12975525
1	13025610	13142282
1	13192634	13372033
1	13426574	13429455
1	13479789	13595707
1	13646671	13650046
1	14035627	14039603
1	14167906	14168414
1	14184196	14244173
1	14308898	14311535
1	15147508	15152160
1	15199262	15199882
1	15237554	15238209
1	15328730	15333595
1	15448819	15450699
1	15453912	15454965
1	15785729	15786199
1	15882131	15883977
1	16024861	16028089
1	16082863	16086049
1	16219529	16263470
1	16705673	16998216
1	17048309	17154340
1	17548473	17551517
1	19198813	19201050
1	19228238	19232463
1	19259249	19259959
1	19472219	19487114
1	19963063	19964549
1	20279685	20283259
1	20369816	20370376
1	20371591	20373385
1	20487218	20488654
1	20805104	20806231
1	21531415	21532035
1	21570077	21687749
1	22166472	22214926
